UniversityName;NumStudents;WikiPageID
Holy Spirit University of Kaslik;6253;21762276
Holy Trinity College of General Santos City;6652;38270309
Holy Trinity School (Richmond Hill);803;8598651
Holyoke Community College;4217;1450832
Hong Kong Baptist University;10598;269269
Hong Kong Community College;9024;23757778
Hong Kong Institute of Technology;416;52843944
Hong Kong Metropolitan University;19468;4498963
Hong Kong Polytechnic University;26245;268078
Hong Kong University of Science and Technology;16054;268987
Hongik University;21305;2704437
Honolulu Community College;4000;770135
Hood College;2052;1404401
Hooghly Engineering and Technology College;1200;27077895
Hoosac Valley High School;384;11110837
Hope Christian School;1338;4192019
Hope International University;1140;3474257
Hopewell Academy;51;19582313
Hoppers Crossing Secondary College;1500;23417415
Horace Mann School;1793;672773
Horizon High School (Thornton, Colorado);2007;8203944
Horseheads High School;1330;3758349
Hostos Community College;7387;1363125
Hotelschool The Hague;3;11757740
Houghton University;904;339864
Houston Christian High School;470;7969340
Houston Christian University;4257;2016384
Houston Community College;69293;21291307
Howard College;4623;1818211
Howard Community College;8080;1703228
Howard Payne University;1170;2813697
Howard University School of Law;407;19652138
Howon University;7334;32029160
Hsin Sheng College of Medical Care and Management;5000;41744213
Huaihua University;18057;41797154
Huaqiao University;24000;919010
Hugh Baird College;5000;11191369
Hugo Lambrechts Music Centre;480;23877873
Hull College;28000;16859823
Hult International Business School;2798;25009206
Human Resources University;50000;48887214
Humanitas University;787;44450423
Humber College;86000;673122
Humboldt University of Berlin;32553;308234
Hunan City University;18600;41797081
Hunan Institute of Engineering;17019;20744874
Hunan Institute of Science and Technology;17000;3661241
Hunan Institute of Technology;18716;42236108
Hunan International Economics University;26158;42245709
Hunan Police Academy;5000;42246739
Hunan University;36000;524984
Hunan University of Arts and Science;24000;27574388
Hunan University of Finance and Economics;12000;42245533
Hunan University of Humanities, Science and Technology;16925;19730973
Hunan University of Science and Engineering;15149;42234897
Hunan University of Technology;30664;42244667
Hunan University of Technology and Commerce;16000;33202847
Hunan Women's University;9040;42253606
Hungarian University of Agriculture and Life Sciences;12444;44962193
Hunter-Bellevue School of Nursing;963;36703107
Huntingdon College;1107;1969565
Huntington University (United States);1402;2486144
Huntsville Bible College;72;32492661
Hurtwood House;344;22952833
Hussey College Warri;3000;35042386
Husson University;3476;834875
Huston–Tillotson University;1160;2153818
Hutchinson Community College;5114;4143727
Hyde Park High School (Massachusetts);1700;22226774
John Ruskin College;1800;366337
Johns Hopkins Biomedical Engineering;741;55656351
Johns Hopkins University;26402;38420
Johnson & Wales University;1681;1581963
Johnson & Wales University;5676;1581963
Johnson & Wales University;7357;1581963
Johnson C. Smith University;1312;2739220
Johnson College;523;4460288
Johnson County Community College;16651;2270657
Johnson University;820;1572254
Johnson University Florida;188;1157508
Joliet Junior College;10267;2798518
Jones College (Jacksonville);350;5819044
Jonesboro-Hodge High School;256;13650036
Jordan University College;1995;39947399
Jordan University of Science and Technology;27114;4821140
Jorhat Engineering College;1500;1444122
Jose P. Laurel Polytechnic College;6068;28987658
Joseph Ayo Babalola University;4000;4621637
Joseph Fourier University;16710;4468976
Joshua Mqabuko Nkomo Polytechnic;1625;34408158
José María Aguirre T9;293;27376262
José Matías Delgado University;7624;10331791
Jowai Polytechnic;270;26481671
Joypurhat Government College;12000;43810266
Jubail Industrial College;2524;37935538
Judson University;1283;1939701
Bexhill College;2000;14785553
Bhanga Pilot High School;2000;32743220
Bhavan's College;10000;25930624
Lithuanian Sports University;2000;14912068
Lithuanian University of Health Sciences;6283;2115036
Little Flower Convent School;1000;71573714
Patnam Rajender Reddy Memorial Engineering College;141;18607057
Patrick Henry College;380;1025788
Patten University;900;13058763
Patuakhali Medical College;300;43812973
Patuakhali Science and Technology University;3000;15414508
Paul Cézanne University;22500;6273465
Paul M. Hebert Law Center;655;2266872
Paul Merage School of Business;1592;6737251
Paul Quinn College;551;1051436
Paul Valéry University Montpellier 3;19794;13835630
Pavarësia University;335;29175641
Pavel Sukhoi State Technical University of Gomel;9000;45395831
Pazhassiraja College;1000;17032781
Peabody Magnet High School;686;20506610
Peace River Bible Institute;45;10826236
Pearl City High School (Hawaii);1591;7420710
Pearl River High School (New York);1002;9995725
Pearson College UWC;200;353628
Pedagogical Institute of Irkutsk State University;4000;17177253
Peking University;44730;72296
Peking University Shenzhen Graduate School;2369;28724462
Pembrokeshire College;0;26008457
Pendekanti Law College;600;4390257
PennWest California;7312;1893665
Penn State Beaver;555;4173081
Penn State Erie, The Behrend College;3395;2857067
Penn State Greater Allegheny;396;4446097
Penn State Lehigh Valley;872;2736353
Penn State Scranton;942;4446502
Pennsylvania State University;46723;1209509
Pennsylvania State University;89816;1209509
Penola Catholic College;1490;12608043
Pensacola Christian College;4883;852421
Pensacola State College;36000;27934933
Pentecostal Theological Seminary;200;43541768
People's Public Security University of China;12000;919944
People's Ukrainian Academy;1174;37678959
Pepperdine University;10446;424342
Perelman School of Medicine at the University of Pennsylvania;186;2037203
Perelman School of Medicine at the University of Pennsylvania;329;2037203
Perelman School of Medicine at the University of Pennsylvania;594;2037203
Perelman School of Medicine at the University of Pennsylvania;704;2037203
Perelman School of Medicine at the University of Pennsylvania;775;2037203
Perimeter College at Georgia State University;21000;998707
Perins School;1017;1235262
Periyar University;140000;8434826
Perm State Institute of Culture;1795;70250026
Perm State Medical University;3400;70245090
Persian Gulf University;8500;5725228
Perth Bible College;80;23116728
Peru State College;1902;5079292
Peruvian Union University;11500;18643722
Peruvian University of Applied Sciences;27318;43544319
Peter A. Allard School of Law;600;1239159
Peter Symonds College;1;196687
Petra Christian University;8805;15876104
Petre Andrei University of Iași;2530;23159476
Petroleum-Gas University of Ploiești;8600;14574252
Petroleum University of Technology;1502;13025600
Pfeiffer University;1800;2207963
Pforzheim University of Applied Sciences;6;41267256
Pharmacy College Saifai;240;58674445
Regional College of Management;1500;36762606
Regional Institute of Medical Sciences;1072;20198427
Regis College (Massachusetts);1999;4173525
Regis University;6908;743990
Reid State Technical College;760;32458372
Reina Sofía School of Music;150;9754658
Renaissance College;2088;6696466
Renmin University of China;27810;564359
Rensselaer Polytechnic Institute;8142;194026
Republic Bashkir Boarding School;350;25937272
Reutlingen University;5500;545147
Reykjavík University;3246;1119047
RheinMain University of Applied Sciences;13920;31456886
Rhine-Waal University of Applied Sciences;7300;37101239
Rhode Island School of Design;2501;581448
Rhodes College;1875;510924
Rhodes University;7005;1164730
Rice University;8212;25813
Richard A. Chaifetz School of Business;1700;7734992
Richard Bland College;1386;3260860
Richard Taunton Sixth Form College;1000;10962017
Richmond, The American International University in London;1600;2145867
Richmond College, Galle;6200;856512
Richmond upon Thames College;3600;7907215
Rider University;3693;295238
Ridgewater College;5500;50090343
Ridley College (Melbourne);400;4062065
Rift Valley Technical Training Institute;6300;51929067
Riga Stradiņš University;9290;30637722
Ringling College of Art and Design;1571;940330
Rio Salado College;52881;2415408
Riphah International University;12000;3558364
Ripon College (Wisconsin);807;154970
Riverside City College;20604;651348
Rivier University;2238;3117962
Riyadh College of Technology;8000;29401580
Rizal Technological University;30653;10029427
Robert College;190;3084649
Robert College;276;3084649
Robert College;1045;3084649
Robert Gordon University;16787;381864
Robert Larner College of Medicine;431;19507400
Charles H. Lundquist College of Business;4890;45044718
Culinary Arts Academy Switzerland;220;27063083
Cummins College of Engineering for Women, Nagpur;347;60659058
Cyprus College;3500;5064106
Cyprus International University;18000;39518482
Częstochowa University of Technology;11626;20600498
Cégep de Saint-Félicien;1200;28189671
D.A.V. Post Graduate College, Dehradun;12500;48476334
DIT School of Electrical & Electronic Engineering;1200;47872053
DIT School of Electronic and Communications Engineering;2000;19495429
DOBA Faculty of Applied Business and Social Studies Maribor;778;40965191
DUFE—Surrey International Institute;1500;38557832
UST Angelicum College;7000;4043426
UTC@Harbourside;130;47168538
UTC Oxfordshire;321;49217250
UTC Plymouth;147;38959930
UTC Swindon;153;43829142
UWC Mahindra College;240;1567871
UWSP Albertson Center for Learning Resources;8700;25084530
Udayana University;18297;23404772
Udon Thani Rajabhat University;22577;48689566
Uganda Christian University;15000;8141396
Uganda Christian University School of Medicine;70;49916536
Uganda Martyrs University;5000;9506038
Uganda Pentecostal University;1000;24786267
Uganda Technology and Management University;1800;43275399
UiTM Faculty of Civil Engineering;1691;44432862
UiTM Faculty of Law;1144;20445331
Ujjain Engineering College;1246;31251540
Ukhta State Technical University;12000;43600799
Ukrainian Academy of Printing;6600;37588755
Ukrainian Catholic University;1900;7795822
Ukrainian Engineering Pedagogics Academy;10404;37589010
Ukrainian State University of Finance and International Trade;2228;37588924
Ulsan College;5717;39247356
Ulster University at Coleraine;5344;4709645
Ulyanovsk State Technical University;10000;17810836
Ulyanovsk State University;16000;16771990
Uma Charan Pattnaik Engineering School;1400;51937338
Umaru Musa Yar'adua University;10856;22135577
Umeå School of Business;2000;3618340
Umpqua Community College;3300;1783779
Umpqua Community College;16000;1783779
Ungku Omar Polytechnic;6294;7853502
Unicorn University;350;27088174
Unida Christian Colleges;4000;29174542
Unidad Académica Campesina-Carmen Pampa;727;27849996
